Time[s],Voltage[V],Current[A],OverVoltage,OverPower
0,78.8588104248047,0.61724853515625,False,False
0.1,81.6683044433594,0.552490234375,False,False
0.2,84.1109313964844,0.500946044921875,False,False
0.3,86.2115173339844,0.459625244140625,False,False
0.4,87.9798583984375,0.432586669921875,False,False
0.5,89.539306640625,0.39935302734375,False,False
0.6,90.9137878417969,0.382461547851563,False,False
0.7,92.1225433349609,0.368240356445313,False,False
0.8,93.1858978271484,0.342437744140625,False,False
0.9,94.1241149902344,0.279922485351563,False,False
1,94.9514312744141,0.290786743164063,False,False
1.1,95.682373046875,0.282989501953125,False,False
1.2,96.3265380859375,0.26434326171875,False,False
1.3,96.8933258056641,0.25537109375,False,False
1.4,97.3940277099609,0.243850708007813,False,False
1.5,97.8328399658203,0.221237182617188,False,False
1.6,98.2244415283203,0.211624145507813,False,False
1.7,98.5694122314453,0.235702514648438,False,False
1.8,98.8720703125,0.216232299804688,False,False
1.9,99.1433563232422,0.21759033203125,False,False
2,99.3832550048828,0.22113037109375,False,False
2.1,99.5901947021484,0.203826904296875,False,False
2.2,99.7770538330078,0.20135498046875,False,False
2.3,99.9415588378906,0.210906982421875,False,False
2.4,100.091339111328,0.18304443359375,False,False
2.5,100.220062255859,0.202651977539063,False,False
2.6,100.334320068359,0.203231811523438,False,False
2.7,100.437805175781,0.178146362304688,False,False
2.8,100.529327392578,0.172958374023438,False,False
2.9,100.605758666992,0.1956787109375,False,False
3,100.681655883789,0.16693115234375,False,False
3.1,106.041702270508,0.198745727539063,False,False
3.2,106.040603637695,0.73046875,False,False
3.3,106.018188476563,1.38664245605469,False,False
3.4,106.035491943359,0.739273071289063,False,False
3.5,106.037857055664,0.765426635742188,False,False
3.6,106.036148071289,0.7523193359375,False,False
3.7,106.038909912109,0.787200927734375,False,False
3.8,106.035614013672,0.765304565429688,False,False
3.9,106.034896850586,0.751312255859375,False,False
4,106.036148071289,0.790267944335938,False,False
4.1,106.034240722656,0.732589721679688,False,False
